---------------------------
|Data statistics|Number of|
|-------------------------|
|Records passed |    1,848|
---------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SOrg.|Ship-To Pt|Purchase order no.  |Sales Doc |Created on|Delivery  |Item      |Material          |Dlvy Qty  |DlvTy|Deliv.Date|OvCS|Name 1                             |Name 2                                  |
|6495 |586334    |WC4470609           |7113764684|06/14/2009|8093312386|000010    |ZP661-4793        |1.000     |LF   |06/29/2009|    |CONCEPT COMPUTER PROFESSIONALS     |2ND FLOOR,BUILDING NO 27,MAIN           |
|6495 |586334    |Wc4450609           |7113776802|06/14/2009|8093312387|000010    |661-5027          |1.000     |LF   |06/29/2009|    |CONCEPT COMPUTER PROFESSIONALS     |2ND FLOOR,BUILDING NO 27,MAIN           |
|6495 |586334    |WC4490609           |7113831270|06/14/2009|8093312388|000010    |922-8593          |1.000     |LF   |06/29/2009|    |CONCEPT COMPUTER PROFESSIONALS     |2ND FLOOR,BUILDING NO 27,MAIN           |
|1310 |587146    |20910-C             |7113751518|06/12/2009|8093170079|000010    |661-4955          |1.000     |LF   |06/16/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20923-Y             |7113755301|06/14/2009|8093311819|000010    |922-8316          |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20847-E             |7113755743|06/14/2009|8093311820|000020    |661-4493          |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20847-E             |7113755743|06/14/2009|8093311820|000010    |661-4590          |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20904-E             |7113756841|06/14/2009|8093311821|000010    |TA661-4326        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20553-C             |7113773912|06/14/2009|8093311822|000010    |ZA922-8598        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20856-TKT           |7113820251|06/14/2009|8093311823|000010    |TA661-4695        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20809-Y             |7113821340|06/14/2009|8093311824|000010    |TA661-4692        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20813-E             |7113821597|06/14/2009|8093311825|000010    |TA661-4515        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20942-Y             |7113821839|06/14/2009|8093311826|000010    |TA661-4793        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20761-H             |7113883296|06/14/2009|8093329485|000010    |661-3905          |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|1310 |587146    |20614-E             |7113881192|06/14/2009|8093332543|000010    |TA661-4794        |1.000     |LF   |06/18/2009|    |GROWING COMPUTER CO., LTD          |NO 138, SEC 3, CIVIC BLVD               |
|6495 |594500    |CE/09APW/DJE/0059   |7113752534|06/12/2009|8093170109|000010    |ZP661-4546        |1.000     |LF   |06/24/2009|    |DMS ELECTRONICS LIMITED            |                                        |
|6495 |594500    |CE/09APW/DJE/0054   |7113759126|06/14/2009|8093312336|000010    |661-4230          |1.000     |LF   |06/26/2009|    |DMS ELECTRONICS LIMITED            |                                        |
|1495 |610364    |SR10043-GN          |7113826979|06/14/2009|8093312163|000010    |661-4712          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR010042-KLCC       |7113826985|06/14/2009|8093312164|000010    |661-4712          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR010039-GN         |7113826987|06/14/2009|8093312165|000010    |661-4599          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR09850-GN          |7113741295|06/14/2009|8093312439|000010    |661-5075          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR10035-KLCC        |7113876189|06/14/2009|8093328643|000010    |ZP661-4691        |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR10052-KLCC        |7113876191|06/14/2009|8093328644|000010    |661-5127          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                             APPLE INTERNAL USE ONLY
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SOrg.|Ship-To Pt|Purchase order no.  |Sales Doc |Created on|Delivery  |Item      |Material          |Dlvy Qty  |DlvTy|Deliv.Date|OvCS|Name 1                             |Name 2                                  |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|1495 |610364    |SR10084-GN          |7113880725|06/14/2009|8093328645|000010    |ZP661-4870        |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR10045-KLCC        |7113881102|06/14/2009|8093328646|000010    |922-7841          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR10031-KLCC        |7113881156|06/14/2009|8093328647|000010    |ZP661-4793        |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |Low                 |7113881517|06/14/2009|8093328648|000010    |661-4706          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |Low                 |7113881517|06/14/2009|8093328648|000020    |661-4706          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR09883-KLCC        |7113882235|06/14/2009|8093328649|000010    |661-4709          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR10085-GN          |7113882316|06/14/2009|8093328650|000010    |ZP661-4551        |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|1495 |610364    |SR10088-1U          |7113885135|06/14/2009|8093332490|000010    |661-4326          |1.000     |LF   |06/22/2009|    |MACHINES SDN. BHD.                 |LEVEL 16 BLOCK B NORTHPOINT OFFICES     |
|6495 |615180    |MC0394              |7113833905|06/14/2009|8093312389|000010    |661-4675          |1.000     |LF   |06/29/2009|    |ELEKTRA SYSTEMS                    |107-108 AMBER PRIDE,13-A BLOCK 6        |
|6495 |615180    |MC0392              |7113834926|06/14/2009|8093312390|000010    |ZP661-4874        |1.000     |LF   |06/29/2009|    |ELEKTRA SYSTEMS                    |107-108 AMBER PRIDE,13-A BLOCK 6        |
|6495 |615180    |MC0393              |7113835081|06/14/2009|8093312391|000010    |661-4832          |1.000     |LF   |06/29/2009|    |ELEKTRA SYSTEMS                    |107-108 AMBER PRIDE,13-A BLOCK 6        |
|6495 |615180    |OOW36               |7113685989|06/14/2009|8093324429|000010    |ZP661-4558        |1.000     |LF   |06/29/2009|D   |ELEKTRA SYSTEMS                    |107-108 AMBER PRIDE,13-A BLOCK 6        |
|6495 |615180    |SO-0017             |7113721362|06/14/2009|8093324434|000010    |922-8593          |5.000     |LF   |06/29/2009|D   |ELEKTRA SYSTEMS                    |107-108 AMBER PRIDE,13-A BLOCK 6        |
|1489 |617855    |A91-6-2374          |7113780710|06/14/2009|8093311371|000010    |TH661-4948        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |616520    |91-6-1638           |7113779552|06/14/2009|8093312170|000010    |661-4600          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |616520    |91-6-1620           |7113846632|06/14/2009|8093312171|000010    |661-3857          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |617854    |B91-6-2597          |7113752570|06/14/2009|8093312175|000010    |661-5027          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B90-6-1577          |7113760278|06/14/2009|8093312176|000010    |661-4958          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B90-6-1577          |7113760278|06/14/2009|8093312176|000020    |TH922-8102        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2710          |7113819261|06/14/2009|8093312177|000010    |ZP661-4861        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2704          |7113819264|06/14/2009|8093312178|000020    |661-3905          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2704          |7113819264|06/14/2009|8093312178|000010    |661-4218          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2715          |7113819509|06/14/2009|8093312179|000010    |ZP661-4549        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2706          |7113819526|06/14/2009|8093312180|000010    |ZP661-4794        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2699          |7113819538|06/14/2009|8093312181|000010    |661-4490          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2720          |7113819711|06/14/2009|8093312182|000010    |ZP661-4897        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2719          |7113819843|06/14/2009|8093312183|000010    |ZP661-4793        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2716          |7113820169|06/14/2009|8093312184|000010    |ZP661-4514        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2712          |7113820184|06/14/2009|8093312185|000010    |661-4712          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2711          |7113820188|06/14/2009|8093312186|000010    |ZP661-4547        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2723          |7113820201|06/14/2009|8093312187|000010    |661-4599          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2722          |7113820203|06/14/2009|8093312188|000010    |ZP661-4795        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2709          |7113820228|06/14/2009|8093312189|000010    |ZP661-4871        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2705          |7113820247|06/14/2009|8093312190|000010    |661-4283          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2713          |7113820404|06/14/2009|8093312191|000010    |ZP661-4794        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2717          |7113820598|06/14/2009|8093312192|000010    |922-8593          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2708          |7113821104|06/14/2009|8093312193|000010    |922-8593          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2695          |7113821615|06/14/2009|8093312194|000010    |PA661-4965        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2707          |7113821636|06/14/2009|8093312195|000010    |ZP661-4892        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2703          |7113821746|06/14/2009|8093312196|000010    |922-8593          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B90-6-1579          |7113821834|06/14/2009|8093312197|000010    |661-4955          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2700          |7113821986|06/14/2009|8093312198|000010    |661-4661          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2696          |7113822515|06/14/2009|8093312199|000010    |ZP661-4793        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2725          |7113848151|06/14/2009|8093312200|000010    |661-4661          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2721          |7113848237|06/14/2009|8093312201|000010    |661-4700          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2628          |7113848460|06/14/2009|8093312202|000010    |661-4712          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2724          |7113848934|06/14/2009|8093312203|000010    |ZP661-4794        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617855    |A91-6-2371          |7113780708|06/14/2009|8093312204|000010    |661-4703          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2390          |7113845842|06/14/2009|8093312205|000010    |ZP661-4871        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2387          |7113845846|06/14/2009|8093312206|000010    |922-8268          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2377          |7113846278|06/14/2009|8093312207|000010    |661-4590          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A90-6-1936          |7113846628|06/14/2009|8093312208|000010    |661-4955          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2392          |7113846709|06/14/2009|8093312209|000010    |ZP661-4861        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2366          |7113846762|06/14/2009|8093312210|000010    |661-4287          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2378          |7113847044|06/14/2009|8093312211|000010    |661-4702          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2380          |7113847205|06/14/2009|8093312212|000010    |661-4798          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2385          |7113847415|06/14/2009|8093312213|000010    |661-4963          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2359          |7113847520|06/14/2009|8093312214|000010    |661-4820          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2391          |7113848569|06/14/2009|8093312215|000010    |ZP661-4118        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2397          |7113849475|06/14/2009|8093312216|000010    |TH922-7754        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                             APPLE INTERNAL USE ONLY
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SOrg.|Ship-To Pt|Purchase order no.  |Sales Doc |Created on|Delivery  |Item      |Material          |Dlvy Qty  |DlvTy|Deliv.Date|OvCS|Name 1                             |Name 2                                  |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|1489 |617854    |B90-6-1582          |7113848622|06/14/2009|8093312444|000010    |922-7901          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B90-6-1582          |7113848622|06/14/2009|8093312444|000020    |922-7900          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-5-2554          |7113868417|06/14/2009|8093324411|000010    |ZA922-8598        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2736          |7113874973|06/14/2009|8093324412|000010    |ZP661-4795        |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617854    |B91-6-2733          |7113876501|06/14/2009|8093324413|000010    |661-4279          |1.000     |LF   |06/24/2009|    |MCC CENTER CO., LTD                |7 IT MALL, FORTUNE TOWN BLDG            |
|1489 |617855    |A91-6-2402          |7113874703|06/14/2009|8093324414|000010    |661-4703          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A90-6-1949          |7113874731|06/14/2009|8093324415|000010    |661-4955          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2388          |7113874968|06/14/2009|8093324416|000010    |661-3909          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2373          |7113875530|06/14/2009|8093324417|000010    |Z661-3890         |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2386          |7113877000|06/14/2009|8093324418|000010    |922-8279          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A90-6-1960          |7113855871|06/14/2009|8093324425|000010    |661-3862          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A90-6-1954          |7113873939|06/14/2009|8093324426|000010    |661-4590          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A90-6-1953          |7113875511|06/14/2009|8093324427|000010    |ZP661-4525        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |616520    |D23679660           |7113880991|06/14/2009|8093328239|000010    |661-4203          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |616520    |B91-6-2701          |7113880145|06/14/2009|8093328652|000010    |661-4703          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |616520    |91-6-1636           |7113881652|06/14/2009|8093328653|000010    |ZP661-4858        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |616520    |81-11-2484          |7113883055|06/14/2009|8093328654|000010    |661-4406          |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |617855    |A91-6-2403          |7113879554|06/14/2009|8093328657|000010    |ZP661-4794        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |617855    |A91-6-2396          |7113881080|06/14/2009|8093328658|000010    |ZP661-4795        |1.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO., LTD          |989 SIAM DISCOVERY CENTER               |
|1489 |616520    |X-3271              |7113882241|06/14/2009|8093328696|000010    |922-6228          |2.000     |LF   |06/24/2009|    |MACINTOSH CENTER CO.,LTD           |149/4 MODERN HOME TOWER                 |
|1489 |617734    |1106095377          |7113743391|06/12/2009|8093170102|000010    |661-4599          |1.000     |LF   |06/22/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |636550    |1206095404          |7113757244|06/14/2009|8093312230|000010    |TH661-5060        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1206095406          |7113760286|06/14/2009|8093312231|000010    |ZP661-4795        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1206095407          |7113760319|06/14/2009|8093312232|000010    |TH661-5075        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1206095405          |7113760356|06/14/2009|8093312233|000010    |ZP661-4872        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1206095407          |7113760943|06/14/2009|8093312234|000010    |ZP661-4793        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095410          |7113850527|06/14/2009|8093312235|000010    |TH661-5075        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095408          |7113850679|06/14/2009|8093312236|000010    |661-4600          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095411          |7113850858|06/14/2009|8093312237|000010    |661-4955          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095411          |7113850858|06/14/2009|8093312237|000020    |661-4342          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095409          |7113855520|06/14/2009|8093312238|000010    |922-8593          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095413          |7113855696|06/14/2009|8093312239|000010    |661-4599          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1306095412          |7113856000|06/14/2009|8093312240|000010    |ZP661-4794        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1406095415          |7113856215|06/14/2009|8093312241|000010    |922-8593          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1406095414          |7113856753|06/14/2009|8093312242|000010    |TH922-7754        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |636550    |1406095414          |7113856753|06/14/2009|8093312242|000020    |661-4712          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |617734    |1506095421          |7113882663|06/14/2009|8093328655|000010    |661-4644          |1.000     |LF   |06/24/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |617734    |1506095419          |7113882956|06/14/2009|8093328656|000010    |661-4677          |1.000     |LF   |06/24/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |617734    |1506095419          |7113882956|06/14/2009|8093328656|000020    |661-4407          |1.000     |LF   |06/24/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |636550    |1506095416          |7113882135|06/14/2009|8093328661|000010    |661-3902          |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
|1489 |617734    |1506095422          |7113883973|06/14/2009|8093329492|000010    |661-4466          |1.000     |LF   |06/24/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |617734    |1506095428          |7113884716|06/14/2009|8093329493|000010    |661-4279          |1.000     |LF   |06/24/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |617734    |1506095428          |7113884716|06/14/2009|8093329493|000020    |661-4342          |1.000     |LF   |06/24/2009|    |UNITY PROGRESS CO.,LTD.            |2210/26-27 NARATHIWAS-                  |
|1489 |636550    |1506095417          |7113884627|06/14/2009|8093329497|000010    |ZP661-4793        |1.000     |LF   |06/24/2009|    |ISTUDIO BY COPPERWIRED             |991 SIAM PARAGON SHPPING CTR 3RD FL     |
